"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1458","RT @truthtolive: Scores of witnesses r rdy to testify under oath to #ET/UFO reality. Meet with @SteveBasset n call a hearing for #Disclosur…",FALSE,0,NA,2015-03-29 15:19:35,FALSE,NA,"582200437945798656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lee4DISCLOSURE",3,TRUE,FALSE,NA,NA
"1459","RT @truthtolive: Scores of witnesses r rdy to testify under oath to #ET/UFO reality. Meet with @SteveBassett n call a hearing for #Disclosu…",FALSE,0,NA,2015-03-29 15:18:53,FALSE,NA,"582200261407539200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lee4DISCLOSURE",2,TRUE,FALSE,NA,NA
"1460","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 15:17:41,FALSE,NA,"582199958310273024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","96HarleyRider",16,TRUE,FALSE,NA,NA
"1461","Dear @RonWyden we need you to be a hero! Please don't betray the Internet. Oppose #FastTrack! http://t.co/y8SBTA6jmf http://t.co/CUQ7ESjdui",FALSE,0,NA,2015-03-29 15:16:06,FALSE,NA,"582199558983254016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OneForHisHome",0,FALSE,FALSE,NA,NA
"1462","RT @DisclosureJet: @RONWYDEN #Disclosure http://t.co/D9UMocaNse @CNN @ABC @FoxNews @nytimes @BarackObama",FALSE,0,NA,2015-03-29 15:16:02,FALSE,NA,"582199543397277696",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DISCLO4SURE",7,TRUE,FALSE,NA,NA
"1463","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 15:12:53,FALSE,NA,"582198751604834304",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Perspicacious01",16,TRUE,FALSE,NA,NA
"1464",".@RonWyden Secret trade deals like TPP threaten the free and open Internet. Please oppose Fast Track: https://t.co/BKMRqbAGv8",FALSE,0,NA,2015-03-29 15:08:57,FALSE,NA,"582197760713220096",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","MSMIT05",0,FALSE,FALSE,NA,NA
"1465","Sen @RonWyden have you seen the leaked #TPP text? #NoFastTrack! http://t.co/OzzAdrADsy http://t.co/VjGxXiOAIS",FALSE,0,NA,2015-03-29 15:06:19,FALSE,NA,"582197097610502144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adrian_p_n",0,FALSE,FALSE,NA,NA
"1466","RT @fightfortheftr: TOMORROW: Join us in DC for #WydenFilmFest. Videos on a JUMBOTRON asking @RonWyden to oppose #FastTrack for #TPP! https…",FALSE,0,NA,2015-03-29 15:05:33,FALSE,NA,"582196904794161153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tumorthrone",16,TRUE,FALSE,NA,NA
"1467","""Wikileaks papers reveal #TPP's huge corporate giveaway."" http://t.co/PPnYEnJUEZ #NoFastTrack (cc: @RonWyden @SenatorCardin @SenatorDurbin)",FALSE,0,NA,2015-03-29 15:03:48,FALSE,NA,"582196463704399872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cooperkm89",0,FALSE,FALSE,NA,NA
